id,text,length,author
15,"With climate change events organised for Bonn and Paris this year, can we expect the routine socialist protests to be a little more organised than the amateurs in Brisbane ?",30,TheJediMaster
16,Not quite sure what Murdoch has to do with it. Or is that the only way you're able to cope with other view points - blame them on Murdoch ?,30,TheJediMaster
17,Maybe our socialists simply aren't as resourceful and skilful as foreign socialists. Those Greek ones seem amongst the best around - even looks like they've almost achieved the economic end of their nation. What a victory that would be. Wait on ....,42,TheJediMaster
18,This reminds me a bit of the time a bunch of hapless young socialist students infiltrated a Q&amp;A episode and unfurled their protest banner - upside down ! It's pretty hard to recover from there.,35,TheJediMaster
19,"Seems more evidence based. The G20 predominantly has an economic focus. Climate change might be the only issue that matters to some people, the rest of us live in a rather more pragmatic world where many issues can be discussed concurrently.  ",41,TheJediMaster
20,A more likely reason was that it was a silly idea in the first place - they couldn't get anyone but the most committed of occupying lefties to turn up. Losers.,31,TheJediMaster
21,"Yes it has potential, which is good, but it's a storage device. Something will have to be the power source - solar or wind in some cases, but coal in many others.",32,TheJediMaster
22,"Given that something like 25% of CO2 ever emitted has been done in the past 20 years, yet the changes in surface temperature over that time is next to zero, surely climate sensitivity is very much a young theory that needs much more work. ",44,TheJediMaster
23,"So why would we go spending tens of billions to address global warming when we have no idea what the real impact of CO2 emissions will be ? Take some cautious measures to minimise risk certainly, but dramatic action is far from justified.",43,TheJediMaster
24,"I'd prefer to help people genuinely trying to juggle work and family, and helping grow the pie in the process, than others who expect the government to support them from cradle to grave.",33,TheJediMaster
25,"So how is it that people become wealthy ? Is it purely luck, or do you think that working hard, working smart and taking a risk might have anything to do with it ?",34,TheJediMaster
26,20% higher than AWE is hardly rich. Although they pay a large amount in income tax to cover all those Australians who think the government should be their primary source of income.,32,TheJediMaster
27,As for Sydney-centric conspiracy theories well there doesn't seem much basis for that. Abbott's living in the AFP College - a rather humble abode for a Prime Minister - while the Lodge is being redone.,35,TheJediMaster
28,"Sure - each IPCC assessment report shows a reduced expected temperature increase. It started around 3 degrees and is now down below 1.5 degrees. They specifically stated there'd be a 1 degree rise by 2025, where the reality seems to be rather different.  ",43,TheJediMaster
29,"So it's very fair to say that the original scenarios overstated the issues. But that's never stopped the CC zealots from trying to sell the rest of us their silly doomsday prophecies. 'The greatest moral challenge of our time"" hey.",40,TheJediMaster
30,"Frankly i broadly agree with Lomborg - climate change is an issue but its impact is being overstated significantly by those with the most to gain. And the science supports that - record high ice sheet levels, 18 year flat lining temperatures, plunging sensitivity predictions.  ",45,TheJediMaster
31,"Had a quick look at your link. Couldn't see anywhere it suggested CO2 was bad. Significant warming linked to CO2 (as a greenhouse gas) may be bad, but is CO2 itself bad ?  ",33,TheJediMaster
32,"We're a bit past that point aren't we ? Even the supposedly climate denying Abbott government is formulating policy for post 2020, they're trying to determine the strategy for Paris in December, there's a RET and Direct Action.  ",38,TheJediMaster
33,"Are you saying that academic qualifications are the only thing that counts towards having expertise in a field ? Because many academics have rather limited real world experience, but are great in theory.",33,TheJediMaster
34,"You're probably right. And climate science seems to ignore much evidence too like record ice sheets and flat lining temperatures, so we could probably get a politician to act as chief climate change scientist. Or we could get a railway engineer.",41,TheJediMaster
35,"A few people think that climate change should be the only issue confronting health, transport, education, tiddlywinks and the production of widgets blah blah, but most of us are more sensible.  ",31,TheJediMaster
36,"We've just given a bunch of money to some UN fund that Obama loves - they can handle to allocation of funds to third world countries. I hope our foreign aid goes on real projects like building schools, hospitals, housing etc.  ",41,TheJediMaster
37,Anyone linking the appointment of Lomborg to this UWA body and our climate change policies has failed to read past the headlines. Thinking outside the square only works for people who've realised there's a square. Clearly many haven't.,38,TheJediMaster
38,Don't you ever do your own research ? That research was in part based on current IEA stats. Why don't you go to the IEA website and tell us the share of solar and wind today to global energy supply.  ,40,TheJediMaster
39,"Do you know the number ? Give you a hint, it fits on one hand. Actually one finger. How are you planning to increase it 100 times in 25 years by 2040 ?",33,TheJediMaster
40,The Australian Consensus Centre is designed to take a methodology of cost-benefit analysis to look at a whole range of Australian and global development challenges over the next 15 number of years to try and to work out where as a society we will get the best value for every dollar we invest. ,53,TheJediMaster
41,Is it possible the reason that so many lefties are carrying on about the Lomborg appointment is because of the successful direct action / ERF auctions announced during the week ?,31,TheJediMaster
42,"They've done everything they can to stop thoughts and ideas being shared. Even in the interests of then tearing those ideas down with their own brand of ""progressive"" logic. Pardon the pun again.  ",33,TheJediMaster
43,"If the lecturers and students can't distinguish between the issue of climate change and foreign aid, then there's isn't much hope for either group. Perhaps they need a better education.  ",30,TheJediMaster
44,"UWA has become a laughing stock. Laugh at the lecturers, who don't like ideas they don't understand. Laugh at the students, for whom education seems to be about learning nothing. And laugh at the VC, who crumbled under the pressure of the CC zealots. ",44,TheJediMaster
45,"You have to remember Marg, that the rich subsidise the poor to the tune of tens of billions annually. I was asking GMCB how he claimed the needy are being shafted - when the beneficiaries of this policy are the needy ! ",42,TheJediMaster
46,"Level of disagreement you reckon - well then Lomborg deserves a citation or two. Perhaps you could provide examples where citations are sought for dissenting views, lol. Sounds like you can order them online anyway.  ",35,TheJediMaster
47,And that's the point - Lomborg is there to form views on foreign aid. Yet his views on climate change - perfectly normal views - got all these lazy lecturers all excited. ,32,TheJediMaster
48,"Good result for Australia. Certainty for the industry, a win for the environment and a victory for both sides of parliament working together. There is hope yet for better government.",30,TheJediMaster
49,"But if true, Griggs should not be in charge of a troop of cub scouts, let alone a Human Rights Commission. To be the judge of other people you should have pretty solid credentials yourself.",35,TheJediMaster
50,"Triggs seems to spend her life preaching at others about how to behave. If these claims about the child are true, it means Triggs should not be making value judgements about any other human being, let alone prescribing policy a whole nation.  ",42,TheJediMaster
51,"¡°Boats have to stop. But have we thought about what the consequences are of pushing people back to our neighbour Indonesia?¡¯¡¯ Triggs said. ¡°Is it any wonder that Indonesia will not engage with us on other issues that we care about, like the death penalty?¡± ",45,TheJediMaster
52,"I'm not sure which planet Triggs was corresponding from, but from today's media reports it appears she's back with us here on planet Earth. Wonder what her next ridiculous stunt will be, and when the resignation may come.",38,TheJediMaster
53,Not too good on evidence is the hapless Triggs. She reckons there's some sort of link between capital punishment in Indonesia and Australia's boat policy. How's that one work again Gillian ?  ,32,TheJediMaster
54,"With the climate change battle being lost due to missing evidence, looks like environmental campaigners are now targeting our Barrier Reef for special treatment in the battle to drive climate change fear into all of us.  ",36,TheJediMaster
55,"As for the NBN - well what a shining beacon of all that was wrong with RuddGillardRudd - no business case, back of the envelope planning, nationalisation of a market, a financial mess, secretive, years behind schedule and a market that the private sector was building anyway. Hair brained stupidity. And then of course, Conroy.  ",55,TheJediMaster
56,"Sadly incoming Coalition governments always seem to have the same starting point - fix the Labor mess, stop the bleeding. Took Costello nine years to pay off the Keating debt. This one is far, far worse.",36,TheJediMaster
57,"Oh yes thanks for the reminder, all that legislation hey. Not sure when more red tape became the benchmark of success, but Abbott has at least been able to get rid of the worst of it - carbon tax, mining tax.",41,TheJediMaster
58,"Rather easily - besides the ABC promise, the Senate has effectively meant he hasn't broken any other promises, although i'm sure we can argue the toss on a couple of issues.  ",31,TheJediMaster
59,"And whatever promises Abbott has broken, nothing can or will match the extent of the carbon tax lie. And Bill wants to bring back an ETS. He's Tone's best friend.",30,TheJediMaster
60,"As we saw in the UK last week, the polls aren't all that flash at predictions, and Labour governments are quite rightly on the nose around the world. Two term Tone is likely.",33,TheJediMaster
61,"Sounds just like last year when the ABC were convinced they were onto the ""burnt hands"" story. How odd that the asylum seekers told a very different story to that of the Navy Officers directly involved.  ",36,TheJediMaster
62,"We'll never know of course, but if we had, there'd be no $350 billion debt, no massive deficits, no budget crisis and there never would have been a carbon tax.",30,TheJediMaster
63,"Another question then - being able to negative gear allows for more owners and more properties being listed for rental. So how does that ""contribute far more to the housing problem"" ? Seems like a logic meltdown.",37,TheJediMaster
64,"The whole episode this week has been quite revealing. In the last three months the polls have turned around for Abbott and the government. The budget has gone down well, Bill's personal numbers have tanked and he's well and truly on the back foot. ",44,TheJediMaster
65,"Then along comes the Union Royal Commission, and a bit of mud starts to stick to Shorten. It was always going to happen you'd reckon. But whack - all of a sudden there's some serious questions for the Labor leader to answer himself.  ",43,TheJediMaster
66,"So how do Labor react ? Accuse the government of a smear campaign. Hilarious. Bill's been dishing it out for 18 months, then turns to jelly when he gets a bit of the spotlight  ",34,TheJediMaster
67,"Clearly unfit for the highest office, there's now going to be some serious questions within the ALP, about who should lead them to the 2016 election. The answer may well be ABB - ""anyone but Bill"".",36,TheJediMaster
68,"Agreed Tim - much as we'd love to see the Labor leader fall, the next question would be who next .... Chris, Tony, Tanya, Albo. They're all dreary prospects, but surely none of them would be as wooden and empty as Shorten.",42,TheJediMaster
69,Stolen $80m hey. Would you prefer the unions continuing on their merry way of driving up construction costs which contribute to housing affordability problems ? Or might it be an idea to clean them up. ,35,TheJediMaster
70,"It's a real shame Bill didn't sign up for an interview or two on The Killing Season. He could have provided some great inside commentary on who stabbed who, why, and who was cheering at the time.  ",37,TheJediMaster
71,"Come to think of it, he could have saved the taxpayers a heap of money too. If he'd truthfully told all on TV about the union and about the RGR years, we probably could have avoided TURC in the first place. Oh well.",43,TheJediMaster
72,"Perhaps you should check out this article - it's about a bloke who spends his life criticising others and demanding all sorts of things - who, when the shoe is now on the other foot, complains like a spoilt child.  ",40,TheJediMaster
73,"It's possible it's the beginning of the end for him, although i'd prefer him to stay a Labor leader through to the 2016 election. Bill's the best chance of an another Abbott victory !",34,TheJediMaster
74,"Bill's been carping at Tony's ankles like a little yappy terrier for months now. Yap yap yap. And the second he cops a bit back - entirely of his own doing - he screams ""smear"".  ",35,TheJediMaster
75,"Slight difference between a North Shore Sydney seat and a rural Victorian one, but again it's nice you've got some hope. Not sure if the bookies would back Dick Smith too much. ",32,TheJediMaster
76,You'd expect the Abbott haters to lap this idea of Dick Smith's up. A review of the Warringah electoral history might be a little more sobering - it's been with the Liberal Party since World War 2.  ,37,TheJediMaster
77,"They seem fine to have taxpayers artificially fund billions of taxpayers money on renewable energy, yet have a problem with investors who then rent houses to those who can't afford to buy. How confusing.",34,TheJediMaster
78,"Tell you what - why don't you go and read the transcript then tell us which of the three versions of the ALP meetings that Triggs put on the record was the accurate one. She did, she didn't she might have ?",42,TheJediMaster
79,Triggs problem is that she takes some of the worst offenders - people who have seriously breached the human rights of others - and tries to turn them into victims.  ,30,TheJediMaster
80,Okay Barry so you're fully supporting the Triggs argument here. You've ignored that the Indonesians also appeal to other countries who have Indons on death row. Perhaps we can agree that the Indonesian position on the DP is conflicted at best.  ,41,TheJediMaster
81,"Agree with your first paragraph Tom - it's complicated. On the priest - yes they should lose some rights, perhaps though not as many as the murderer. They do lose some rights when society throws them in jail.  ",38,TheJediMaster
82,"Sure we've all made mistakes. But most of us have never made the mistakes that Basikbasik has. By taking a life, he's forfeited his rights. There's rules we have to abide by to have a decent society like we have. Child murderers should not have the rights to join our society.  ",51,TheJediMaster
83,"May i ask you a serious question though. Imho a person who has taken another's life - as Basikbasik has done - has forfeited their right to be treated as any sort of equal. There cannot be any greater human right than the right to life. Anyone breaching that has committed, essentially, the worst crime it is possible commit (in the case of court determined murder).  ",66,TheJediMaster
84,"Many pollies make changes to Hansard. You might want to refine your search to November last year, when Triggs changed her story to a Senate Committee three times in one day, around whether she'd had discussions with Labor MP's on an issue.  ",42,TheJediMaster
85,"¡°Boats have to stop. But have we thought about what the consequences are of pushing people back to our neighbour Indonesia?¡¯¡¯ Triggs said. ¡°Is it any wonder that Indonesia will not engage with us on other issues that we care about, like the death penalty?¡± ",45,TheJediMaster
86,"Right now Skippy the Bush Kangaroo would do a better job managing Australia's human rights affairs. We've had these statements, the Basikbasik affair, the lies to the Senate around detention centres, the baseless comments on asylum seekers / self harm.  ",40,TheJediMaster
87,"Oh i don't know jimbo - the boats have cost Labor plenty of skin, part of an election, a whole heap of respect, and has probably been the greatest political policy failure in recent years. Yet they still want to talk about them.  ",43,TheJediMaster
88,Tony Jones would have to be the rudest person on political television and his show is overrun by left wing drearies much of the time. That transgender singer and loudmouthed obnoxious Yank last Monday were terrible.  ,36,TheJediMaster
89,Michael - it's pretty obvious that nobody is censoring the ABC. The free speech argument is nothing to do with it - this is about a moral compass. Spectacular fail by the ABC.,33,TheJediMaster
90,"C'mon Ian, low blow. Yes he's that but also seems to be a rare case of going from that depth to managing thousands of people. That's about as much defence of Plibersek as i've got.",35,TheJediMaster
91,"She seems so lost at sea in the shadow Foreign Affairs role. Hopeless Health Minister, even backed the clueless ""Women for Gillard"" thing. She''ll never achieve her goal of PM, best to give up now maybe ? ",37,TheJediMaster
92,"Who are the options though ? Abo and Plib are lefties, and after the shambolic Jules there won't be a leftie PM for a decade or two. Bowen ? Burke has had a horrible week too.  ",36,TheJediMaster
93,"Ha ha. Every PM (since Menzies) has been dragged kicking and screaming from the Lodge. Most have been cut down by their own team (Gorton, Hawke, Rudd, Gillard), some by the voters (Whitlam, Fraser, Keating, Howard). Johnny was hardly any different.",41,TheJediMaster
94,"* It started with fixing the Keating budget mess* GST reform, setting the budget and economy up for surpluses and fairness* 10 budget surpluses* The Future Fund* Renewable energy target* Safe borders* Gun control* Record growth and employment* Stable government* Steered Australia through the Asian Financial Crisis and tech wreck* Set us up to navigate the GFC* Strong infrastructure record* Global leadership on foreign affairs* Strong humanitarian refugee program ",69,TheJediMaster
95,"Regardless, agree that national security ranks well above CC as a threat. The climate's been changing for billions of years. The death cult threat is far more of a clear and present danger.",33,TheJediMaster
96,"Are these the same climate scientists who refuse to give us some analysis of how and why the models are wrong, yet demand we keep pumping trillions into climate schemes ?  ",31,TheJediMaster
97,"What's so special is that IPCC AR1 came out in 1990, with its doomsday predictions. It told us that by now we would see a rise of 0.7 degrees (C) on a straight line basis. ",35,TheJediMaster
98,"Connor seems quite rational unlike a few of his buddies in Steffen and Flannery. He at least brings some hope to the enviro-lobby, lest it continue to reduce in relevance.",30,TheJediMaster
99,"So John Connor wants a ""A civil and constructive discussion"". Excellent. Let's see how much he - and the other left-leaning alliance members - wants that discussion when a few contentious issues come up such as our post-2020 targets.  ",39,TheJediMaster
100,"Barrie clearly wasn't prepared this morning, don't expect Scott will be too impressed with him. It's almost like these ABC-types float around like they're in an episode of Alice in Wonderland.",31,TheJediMaster
101,No doubt the outrage will subside - eventually - but sad to say that the ABC haven't yet worked out what they've done wrong. Maybe some common sense training might help.,31,TheJediMaster
102,"Not sure how large that group is, but yes, Abbott certainly has his detractors. Dunno why you sprout the ""frequent liar"" stuff. There's been a couple but nowhere near as bad as Jules carbon tax porkie. ",36,TheJediMaster
103,Groupthink is a fascinating concept though. Seems to be the place where even extremist viewpoints - as long as they're counter to the government argument - deserve plenty of airtime.  ,30,TheJediMaster
104,"The problem with the ABC of course is that because the product is so biased, many Aussies don't bother consuming. Yet they still pay for it. Does that seem fair ?",31,TheJediMaster
105,"What will Bill emerge smelling like soap from - TURC, Fairfax editorals demanding a resignation, his self-confessed lies, the political isolation or his new great big newer carbon tax ?",30,TheJediMaster
106,"Where to start .... for starters they removed the worst government in living memory, brought sanity back to the climate change debate, restored our borders, brought back some credibility to the budget numbers and made onion eating popular.",38,TheJediMaster
107,"Not sure which game you're watching. In the one I'm watching when the election is called if Labor is less than five points in front, they're gone. Once people work out that Bill wants us to have a new carbon tax. ",41,TheJediMaster
108,"So basically First Dog has finally worked out that Abbott and the government will probably win the 2016 election, and it means more conservative government for 3, or 6, or maybe the next 9 years.  ",35,TheJediMaster
109,"The Opposition Leader¡¯s personal ratings are the worst in his 21 months at Labor¡¯s helm, just as he faces the trade union royal commission and amid rumblings over Labor¡¯s policy direction and the struggle to find him a new chief of staff.",42,TheJediMaster
110,Before we sleepwalk to Paris - who's aware that it's quite consistent and logical to accept man influenced climate change and at the same time reject any need for carbon pricing ?,32,TheJediMaster
111,"Hard to work out what your point is Al. It sounds like you're quite happy to claim the carbon tax reduced emissions, yet reject that it increased unemployment. There's plenty of evidence to support both propositions. ",36,TheJediMaster
112,If you're trying to argue the carbon was good - well it was for emissions but it was also bad for the economy. the fall in GDP growth numbers also support the negative economic impact.,35,TheJediMaster
113,"Loving reading the comments about the $550 - ""where is it Mr Abbott?"". If electricity prices didn't fall then there would be a zero link between the CT removal and more electricity use !",34,TheJediMaster
114,"Correct - and that premise applies equally to the relationship between the carbon tax and unemployment, as well as between the carbon tax and CO2 emission reductions being reported by Pitt &amp; Sherry ! ",34,TheJediMaster
115,"But in the same way the link between the carbon tax and unemployment is indirect, so is the link between the CO2 figures and the repeal of the tax. The only thing that changed in both cases was input costs - wage and energy.",44,TheJediMaster
116,"Not even sure why people are surprised here - the carbon tax was always going to cost jobs in export markets and because of the rise in business costs. Qantas sacked 2,500 people at the same time as announcing a $106 million carbon tax bill, and two car manufacturers went under as well.  ",53,TheJediMaster
117,The cause and effect premise might be a little rubbery as you point out - but no different to the Climate Councils conclusions on the Pitt &amp; Sherry numbers. Works both ways you see.,34,TheJediMaster
118,"Did you see that ""analysis"" Steffen published the other day ? He took numbers from a poll in which most Canberrans did not support the crazy light rail project, then excluded all Liberal voters then tried to claim that most Canberrans supported light rail. Hilarious ! ",46,TheJediMaster
119,"Looks like a ding dong battle over the next few months within the Coalition. Problem is if they vote no, the SSM issue will keep coming back time and time again.  ",31,TheJediMaster
120,"The Tigers continue to give we supporters a coronary a week almost. We can beat Sydney in Sydney, Fremantle in Perth, Port in Adelaide, but then drop games we should win. ",31,TheJediMaster
121,"Yes, i suspect that your understanding of terms in that charter including ""impartial"" and ""according to the recognized standards of objective journalism"" might be a little different to most Australians. (8 1 c).",33,TheJediMaster
122,"It doesn't. But throw on top of that the orchestrated campaign against the government, the refusal to provide any balance, the lack of any conservative presenters, the failure to explore issues like the hiatus and present scientific balance, and you've got a mob who fail their charter which prescribes impartiality and balance.  ",52,TheJediMaster
123,"Sounds like Labor are still shaking their heads as to why the Australian voters removed them two years ago. Shorten's spent two days this week making a complete fool of himself in a Royal Commission, and Fitzgibbons reckons it's the Prime Minister who's out of control and is trying to censor the hapless ABC. ",54,TheJediMaster
124,"It's completely within the role of the PM to tell the ABC they have a charter and they should adhere to it. Between whacky zaky, burnt hands, Rudd phone tapping and chaser skits, seems like Aunty is completely out of control.",41,TheJediMaster
125,"Yes, we've seen how Greece is the shining light of what happens when you've got a fat, lazy public service and rely on borrowings to pay pensions. But i'm sure Annastasia knows better.",33,TheJediMaster
126,"The Newman government had their problems, but at least they were getting the economy back in shape and the debt and public spending down. Palaszczuk has turned that around and shock horror unemployment blows out. Closely followed by growth and debt.  ",41,TheJediMaster
127,"Those ABS stats that the top 10% of taxpayers pay 45% of income tax, and that the bottom 50% of families pay zero net tax must be wrong then. Perhaps you should tell the bureau.",35,TheJediMaster
128,"Your point 3 might need some revision. Greece spends a whopping 16% on pensions, up from 12% in 2008. No wonder you want to try using long term averages and very dodgy comparisons.  ",33,TheJediMaster
129,Niall the climate changes with or without man. That it's changed since industrialization some 200 years ago means little. Around 25% of the CO2 ever emitted has been in the last 25 years.  ,33,TheJediMaster
130,And isn't that the whole point - weather patterns change. I happily accept that mankind needs to clean up the rubbish we put into the atmosphere. But we haven't seen measurable warming for almost two decades according to some scientists. Best to tone down the alarmism.,46,TheJediMaster
131,"Greece's debt has been unsustainable for years. And now we have seen a developed nation doing the unthinkable and defaulting on it's debt. Which also means it won't be trusted for years. It can't issue bonds, it can no longer raise funds.  ",42,TheJediMaster
132,"How the Greek people voted for such stupidity in terms of a government is beyond me. The ""No"" vote last week confirmed that the Europeans simply need to jettison them, lest they drag the rest.",35,TheJediMaster
133,"Oh yes. The debt is coming from greed. Lazy greed. Greedy people expecting that the world owes them a favour, and they shouldn't have to lift a finger to help themselves.  ",31,TheJediMaster
134,"Actually NATSEM did the modelling, and you're correct that it didn't include GST, but wrong in claiming 10% of salary would be spent on GST. As for super, it's funded by ourselves, nobody else works for it. ",37,TheJediMaster
135,"Wel Sophia ""Tony's going to destroy renewables"" might get a cheer at the conference but a little honesty might be better. Howard introduced the RET and the Coalition support it.  ",30,TheJediMaster
136,"Seems to be mainly lefties that are angry, the old faux outrage waving their very inconsistent and selecive moral compasses. We can probably expect a few more days of it though.  ",31,TheJediMaster
137,"It's definitely not a good look for Bishop, not sure what she was thinking. But Labor are running a high risk strategy in chasing Bronnie. They've hardly kept a squeaky clean record themselves.  ",33,TheJediMaster
138,"Oddly Labor and Shorten didn't call for scalps when Speaker Anna Burke had the government pay for her kids European vacation. When she was busted some time later, she repaid the money too.  ",33,TheJediMaster
139,"Gillard on the other hand was divisive and a wrecker. Pick your issue - economics, IR, boats, education, socialist agenda, carbon tax. Nothing to do with gender and everything to do with competence. And she hid behind her gender, used it to attack critics. Pathetic stuff.",46,TheJediMaster
140,Sounds exactly like what Gillard said about the carbon tax. Joel's being a bit generous to Abbott though - it's pretty easy to distinguish the difference between an ETS and the crazy carbon tax.,34,TheJediMaster
141,Labor may with to have a quick check what's happening in Europe with the Germans and English reducing subsidies on renewables. The costs have closed down business and have industry threatening to head offshore. The cost impacts have been huge.,40,TheJediMaster
142,"The climate change debate seems to have changed in the last year. Current government policy is a 20% 2020 ERT, a 20% 2020 RET, Direct Action, CEFC, ARENA. It's a pretty good track record.  ",34,TheJediMaster
143,"Well besides a bit of bickering on boats, it's been a pretty dull affair. Maybe the protesters brightened it up a bit - maybe it was staged - but broadly it's just been Labor talking about Labor again.  ",38,TheJediMaster
144,"We all know of course that it's just smoke and mirrors - even though Labor say they'll turn back, they never will. As we learnt from Gillard, if you don't believe it, lie about it.",35,TheJediMaster
145,Hopefully we all might be surprised on the government's towards 2030 plan. They would be smart to put a few strong measures in place like a 25-30% 2030 ERT. The RET at 24% is about right. ,36,TheJediMaster
146,"How dare the government suggest that wind power should pay its own expenses. Wind energy has been taking from the public purse for so long, it knows no way to deliver a profit. It should resign as Speaker for renewables.  ",40,TheJediMaster
147,"So why do the bookies have the Coalition at $1.52 to retain power ? Wait til Bill starts really promoting his twin taxes - the ETS and RET changes, polls will fall.",32,TheJediMaster
148,"Bronniegate has reminded us all of the way Slipper and Thomson were treated like protected species, innocent before proven guilty etc etc. Interesting that different standards seem to apply today.",30,TheJediMaster
149,"I doubt it's the tip of the surface. The big gun was rolled out first - the chopper. Followed by the weddings, and lastly low hanging fruit like a plane ride from Sydney to Nowra. ",35,TheJediMaster
150,"It seems like this whole saga is becoming a stalemate. Bishop gets accused of something, digs in, a few days later agrees to repay. The next day either Fairfax or the Guardian discovers a new scandal, and it starts all over again. Today's is the Nowra flight.  ",47,TheJediMaster
151,"The ship should be dead in the water, but unfortunately it's not. Brave move here by Abbott. He's also going to have to stand up and defend Bishop. Crazy brave perhaps.",31,TheJediMaster
152,"We might have nuclear power and be 8% muslim in other words. Mind you the French are so bad at colonisation, you'd reckon we might be predominantly Japanese or Chinese by now. Wonder how they'd treat the Aborigines.",38,TheJediMaster
153,"The DT also reported the Labor commissioned modelling found our standard of living would fall 6%, carbon pricing would trigger a recession and energy prices would rise 78%. Tens of thousands of jobs would go. ",35,TheJediMaster
154,"Well I'm not sure that every day has been one of good government, there's been a shocker or two. But it's been nice Jules G to pop up from time to time, to remind us all again what truly bad government looked like.",43,TheJediMaster
155,It's also interesting that there's been zero 2PP impact of Bronniegate. Perhaps any negative impact was countered by Labor announcing more climate change own goals in the ETS and the pie-in-the-sky 50% RET.,33,TheJediMaster
156,"Interesting that Abbott would take the moral high ground when it came to Burke. What a shame Burke clearly has a very different concept of that moral high ground. Helicopters bad, kids in Business Class good off to Ayers Rock good. Oh dear.",43,TheJediMaster
157,"The once great LauraTingle hey. Given that the Prime Minister has spent the last week in the Torres Strait and the NPA, how do you figure that he'd be aware of an operation like this ?",36,TheJediMaster
158,"History must be wrong then. It says Gillard was removed by her own party on 27 June 2013. Some hero, like Latham - who btw was rejected rather famously during the 2010 campaign.",33,TheJediMaster
159,"Slashing the RET ? At 24% we have one of the strongest renewable energy targets on the planet. Seems like the truth hurts for some, far better to tell porkies.  ",30,TheJediMaster
160,And the fact remains Labor butchered the budget and has been too embarrassed to support any fixes to it. It's the main reason they won't see power for some time yet.,31,TheJediMaster
161,"Oh I've provided plenty of opinion. Mine stayed away from the gutter though. Recommend you take Gillard's advice and have a good look in a mirror, some really disturbing comments.",30,TheJediMaster
162,"Tim - do you remember how Australia was transfixed to the AWW with the knitting Jules story ? Half of women for Gillard went out in sympathy didn't they - Pen, Tannya, Kate, Jen Nicola and the gang.",38,TheJediMaster
163,"Labor don't have a post 2020 ERT. But they do have a RET target. Treasury modelled the cost of the RET, just like the CCA asked them. Hope that helped.",30,TheJediMaster
164,Nobody seems to be able to refute the $600 billion that the Treasury modelling estimated. It's all very well to disagree with them but you'd want to have a pretty good case.  ,32,TheJediMaster
165,"The polls will always tighten approaching an election. But once we get over these Labor distractions like today with Justice Heydon, the MUA strike and anything to deflect from policy debate, we might be able to start discussing reform.",39,TheJediMaster
166,The Treasury numbers confirmed that the $550 has been delivered - half in direct power costs and half in flow on costs. In my town the power cost reduction was $269 apparently.,32,TheJediMaster
167,"Bob - you're very good at shouting, hope it helps. By the way if the polls are so damning, why do the bookies have Abbott as favourite to retain government ?",31,TheJediMaster
168,"On CC, we've now got a credible and serious 2030 target, one that sits comfortably with many industrialised nations and puts the efforts of the world's biggest emitter in China to shame.  ",32,TheJediMaster
