id,text,length,author
63,"Probably why Australia has such a high safety record. eg Landing the crippled A380 QF 32 in Singapore, and landing QF1020 and QF1949 which both landed safely with the auto throttle problem while others such as Turkish Airlines 1951 crashed.",40,InfinityAndBeyond
64,"The key point with the list is that it is only based on the last 30 years, and for a small airline it could be unsafe and taking risks, but statistically its number has not come up. ",38,InfinityAndBeyond
65,Air NZ has come from the depths of the list to No 1 because its big crash of controlled flying into the side of a mountain in Antarctica has just fallen out of the 30 year period.,37,InfinityAndBeyond
66,In that part of the world they don't start out recreationally flying Cessna and progress up. They get taken off the street and into commercial or military flight school. Many have never flown a plane without fly by wire and auto pilot.,42,InfinityAndBeyond
67,If you notice there are no structures in the grounds that can act as protection. I am sure a few gazebos in the yards would have come in handy in the recent riots.,33,InfinityAndBeyond
68,I am not for more compassion as I think we are being taken for a ride with people claiming refugee just because they want to move to a western country. I want more reality. Like when asylum seekers are granted PR and then go back home for a holiday. Time for Australia to wake up that we are being conned.,60,InfinityAndBeyond
69,"The issue is, if Shorten doesn't announce where he stands on boats well in advance of the election, and I mean announce it now, then come the election whatever he announces at the 11th hour will not be believed. ",40,InfinityAndBeyond
70,"Where he stands needs to be announced now, and the public want to hear the rest of Labor standing behind that for the test of time, then they will believe it. ",32,InfinityAndBeyond
71,"There is also the issue of working out the tax if it is on earnings above $75k. How does a fund do that, as they don't know what other super you have? What if you have 3 funds? What if you have 2 funds you have forgotten about many years ago? ",52,InfinityAndBeyond
72,Huh swashbuckling? But Swan should have taken a sword and slashed his spending. The Libs would have supported it. The Libs keep trying to do it now but Labor blocks it.,31,InfinityAndBeyond
73,"Most of the budget problem is from spending. The next problem area is corporate taxation with dodgy profit shifting offshore, and also when they off-shore their work then less income tax is collected in Australia. These are the real problem areas.",41,InfinityAndBeyond
74,"There is no tax free money going into super, if you haven't paid tax on it the super fund pays 15%, or you can put in money after you have paid tax on it. There is no way around it. ",41,InfinityAndBeyond
75,"It is strictly limited how much you can put into super as tax free money as $25k for under 50 yo and $35k above that, and then the fund pays tax on it. ",34,InfinityAndBeyond
76,"So these days you really cant get a big super fund because of the limit on contributions. Anyone with a big super fund is usually because they have taken high risk investments that have paid off, when most people have lost their money in high risk investments. ",48,InfinityAndBeyond
77,"Which get to the next point of the reason for super. It was not only to provide retirement benefits but to provide a national source of funds for investment in Australia. The bulk of super funds is in Australian shares. If they tax the big returns which are usually from risky speculative investments, then those investments will not me made. Funds will just invest in bank shares instead. For Australia's benefit someone has to invest in the riskier investments.",79,InfinityAndBeyond
78,"If super is taxed on earnings above $75k, many average income people will pay it, because in super you make very small profits most years, and then you catch up with a boomer year. Considering most years the returns are about 2.5%, then you get a boomer year of 12%. So to never pay tax you can't have more than $625k in super, which is about the average amount people have in their super when they retire. ",78,InfinityAndBeyond
79,Sharks have been protected for a number of years now and so there are plentiful large sharks but insufficient fish due to fishing. Hungry sharks are seeking alternative food ie human.  ,33,InfinityAndBeyond
80,"If they can only afford a cheap run down house, and you want cheap run down houses banned, have you given the slightest thought to where they will live? Or don't you care?",33,InfinityAndBeyond
81,"So you think I should be able to buy the car off you for $100 even though I know it is stuffed, and then you should be made to fix it at your cost?",34,InfinityAndBeyond
82,"Mouldy houses are probably 1 in 500 I would guess. Removing 1 in 500 from the market is not going t affect the overall prices of the market, it will just remove the very cheap houses.  ",38,InfinityAndBeyond
83,They didn't do what they are legally required to do. And that is to apply to VCAT or whatever to break the lease. It is in the tenants hand book.,30,InfinityAndBeyond
84,"So you go to VCAT and the landlord say the mould cant be fixed, or the tenant is not opening the windows often enough, and you so are allowed to break the lease without penalty. ",36,InfinityAndBeyond
85,Any sane person would renovate it and turn it into a freshly renovated place which people pay are willing to pay a lot of rent for. Everyone likes newly renovated. ,31,InfinityAndBeyond
86,"I will give a simple example. Say the migrant was coming from Sicily, then profile would alert possible Mafia member. The migration application then goes through an intensive investigation to see if there is evidence they are not mafia, and the onus is on the person to provide the requested information.",51,InfinityAndBeyond
87,"You are being distracted. Look at what the really serious offence is, and that is terrorism. A little white lie is not in the same category as Monis who wanted to and did kill people.",35,InfinityAndBeyond
88,"As I said earlier, the Australian Police forces have sophisticated methods and data for profiling the risk of offending. If these methods and data had been used for immigration, then probably Monis would not have been able to get into Australia in the first place. It is about making Australia as safe as it can be.",56,InfinityAndBeyond
89,"You mean lies like ""no carbon tax under a government I lead"" and promises for 5 years in a row that the budget would be in surplus, but all were massive deficits?",32,InfinityAndBeyond
90,"So with any downturn, the reduction of high growth will affect the share price a lot, and with many people wanting to reduce their gearing and with margin call the price will drop more. ",35,InfinityAndBeyond
91,"The Social Left faction are now the dominant force in the ALP and will move policy further to the left. and they will not support boat turnbacks, instead they want to welcome the asylum seekers with open arms and encourage many more to make the sea voyage. ",48,InfinityAndBeyond
92,"Shorten knows this is an election killer, so he is very non-committal in front of the cameras, but he can only fob off the questions for so long. People are figuring out where he stands by what he doesn't say.",40,InfinityAndBeyond
93,"Why so many. Sure it is a great impost for most people to be on a jury, but also being called is an impost. Peoples lives are put on hold while they wait to find out if they are to be on the jury or not. Surely there is a better way.",52,InfinityAndBeyond
94,"As she has paid the penalty, I am expecting Finance are probably going to say the matter has been corrected, she has been penalised, and the matter has finalised according to the rules. End of story.",36,InfinityAndBeyond
95,The difference is that Slipper lied on the cab charges to try and cover it up. There was no question that he thought it was acceptable. There was no grey area. ,32,InfinityAndBeyond
96,With Bishop we don't know because the information is not out yet. We don't know what she said on the form and what the circumstances are. There appears to be no lying or trying to cover it up.  ,40,InfinityAndBeyond
97,"Even if the new Top Gear has only half the viewers, it is still a success. According to CBS's 60 Minutes, ¡°Top Gear's¡± unique storytelling method and irreverent attitude helped the show generate 350 million viewers a week worldwide, as well as a place in the Guinness Book of World Records as the most-watched ¡°factual¡± TV program. ",58,InfinityAndBeyond
98,"It's important that it puts inspections in place. Inspections are not always designed to catch you red-handed but rather to elicit a response about what it is that you are up to. The threshold for pain is so high that you don't want to break the rules, and I think this puts that in place while also making it extremely difficult to cheat. ",64,InfinityAndBeyond
99,"But if you consider that it is flow forming machines are how you make centrifuges. If you have one stashed away out in the middle of the desert in a facility, we would have no idea. In the agreement, they have to account for all of their flow forming machines, give us a list of where they are, and then put them under monitoring. The counter to that is they just won't tell us, they won't declare everything. That's to be expected, so don't trust that.",86,InfinityAndBeyond
100,I think you are right. If it was a restore they would not keep the weather shield on the drivers door. No self respecting restorer would have that.  ,30,InfinityAndBeyond
101,The satellite can determine the position of your EPIRB to within 5km. The coded message identifies the exact vessel to which the EPIRB is registered. This information allows the rescue services to eliminate false alerts and launch an appropriate rescue. ,41,InfinityAndBeyond
102,GPS-enabled EPIRBs have a built-in transmitter which will typically alert the rescue services within 3 minutes and to a positional accuracy of +/- 50 metres (updated every 20 minutes) given a clear view skywards.  ,36,InfinityAndBeyond
103,"Some EPIRBs also have a secondary distress transmitter. This transmits on 121.5 MHz and is used for ""homing"" purposes. When the rescue services get close, this allows them to direction find on the signal. Some EPIRBs also have a high brightness LED flashing light that aids final visual location.",49,InfinityAndBeyond
104,"Manual activation brackets will cover the water sensors, preventing them from activating the EPIRB if, for example, a wave breaks over the boat, and keeping it in a handy location should you need to access it quickly.  ",39,InfinityAndBeyond
105,"Auto Float-free housings, automatically deploy the EPIRB when submerged to a depth lower than 2 - 4 metres in the sea. They work by means of a Hydrostatic Release Unit which cuts the EPIRB free from its housing, causing it to activate. The EPIRB can also be removed from the auto housing to be activated manually.",56,InfinityAndBeyond
106,"With being a little less lazy, people can get information and make better quality decisions. But like you say, it is heavily influenced by past experience, but it is over used.",31,InfinityAndBeyond
107,"Intuition is heavily promoted in management courses as a legitimate decision making process, like a black art. Unfortunately many take that to mean a licence to not bother obtaining readily available information before making a decision. ",37,InfinityAndBeyond
108,"At the G20 and at Lima, it was agreed by all member states that China and India could increase their emissions, and in China's case that was to increase emissions until 2030. And increased emissions essentially means one thing, more coal. ",42,InfinityAndBeyond
109,"So the member states cant agree China and India can have more coal, and then not let them buy it.However the coal mines should not be at the expense of prime agriculture land.",33,InfinityAndBeyond
110,"Someone on the highest tax rate pays 49 cents in the dollar, and this will be 15 cents on the remainder. A total of 56.7 cents in the dollar. ",30,InfinityAndBeyond
111,"You are trying to argue the divide up of states and Feds. If you want Feds to take on more state responsibilities, the Feds will need more of the funding.  ",32,InfinityAndBeyond
112,But the PoM should be shutting down and moving to Hastings as this will provide lots of housing near the city and get trucks off the roads and ease congestion.  ,32,InfinityAndBeyond
113,"But he doesn't want to do this because all the port workers are concentrate on the western side of Melbourne vote ALP and makes them safe seats. If they were dispersed further afield as would happen with a port relocation, he would lose safe seats.",45,InfinityAndBeyond
114,"Andrews didn't submit any applications for projects, no business case with benefits for the nation. Is it any surprise he didn't get any money for projects when he didn't apply for the projects he wants money for?",37,InfinityAndBeyond
115,"An application for a project is submitted to the feds for approval. The application has a business case and ROI and benefits for the nation. The feds then assess each project, prioritise them and hand out funding. ",38,InfinityAndBeyond
116,"Problem being that the Labor-Greens only give lip service to balancing a budget. They have no intention of balancing a budget, they just want to get their spending projects through. They only say they will balance a budget because it is what you want to hear.  ",48,InfinityAndBeyond
117,"Swan had 5 blown budgets in a row. No treasurer can be that bad. If you were really trying, after the second blown budget you would make damn sure it didn't happen a third time. 5 in a row shows he didn't give a stuff about blown budgets and debt.",50,InfinityAndBeyond
118,"How can the government get $6 back for every dollar invested, because that was the methodology of the EW Link, only what the government go back not what the public got back. ",33,InfinityAndBeyond
119,"And all those boom gate on the list are the ones the Libs were going to fix with their signals upgrade project, because all those bad ones are boom gates at stations where the boom gate goes down and has to wait for the train while it stops at the station. ",52,InfinityAndBeyond
120,"The feds have the right, actually more than the right, they are compelled to allocate money to their priorities, as they are judged on their decisions. It is not for Andrews to dictate how the feds will spend their money.",40,InfinityAndBeyond
121,"Andrews has failed to get agreement on projects. Basically he has said these are the projects HE wants, and expects the feds to cough up money for it. No other state has done that.  ",36,InfinityAndBeyond
122,"Do you really think the laws would be written such that if you couldn't be bothered getting a visa, you just ask for asylum and you get let off for not having a visa?",34,InfinityAndBeyond
123,"Things like the diesel fuel rebate apply to every industry in Australia that doesn't use the fuel on the road, and is to create an even playing field with the rest of the world because of the high taxes Australia has on fuel.  ",45,InfinityAndBeyond
124,"So moving forward, just make 80% of new energy green for every single country including China, and in time the coal will reach the end of its life and close. Now that is not hard is it?",37,InfinityAndBeyond
125,"Do you seriously believe a coal power station that China builds in 2015 wont be operating in 50 years time? You cant be serious, or haven't you thought about it?",30,InfinityAndBeyond
126,"What you are describing is like some of the old Housing Commission 3 storey apartment blocks, where there was about 3 blocks on the land with car parking, some grass, and a kids playground. ",35,InfinityAndBeyond
127,What you are describing is just a bit better quality apartment. But very few people want to raise a family in an apartment. Why would you want that over a house? ,32,InfinityAndBeyond
128,"Australia can be sustainable, with most families in houses, and a good quality of life, but we have to stop this crazy population Ponzi scheme. Migration needs to be slashed. The high migration does not make a dint in the problems in the source countries but will cripple Australia.",49,InfinityAndBeyond
129,"In the USA people are more mobile for work. They pack up and move interstate. People don't do that much in Australia. Partially it is cultural, but also financial with a big stamp duty penalty with changing houses. And then there is the expensive transport cost for travelling back to visit family. ",53,InfinityAndBeyond
130,"And mainly, there needs to be jobs. And for jobs there needs to be industries. People are more reluctant to move to a place if there is only 1 employer for their skills, so cities need to be set up as industry cities with multiple similar employers. ",48,InfinityAndBeyond
131,I have lived in a dog box apartment twice in my life and hope I never will again. All I did was go out all the time because it was not enjoyable in the apartment. Or I went on lots of holidays. I was caged and wanted to escape.,49,InfinityAndBeyond
132,That would be expensive. All that vacant land around the apartment could have fitted twice as many apartment on the block. And the large balcony takes up more land. ,30,InfinityAndBeyond
133,"As apartment sales are mainly driven by overseas investors, whether the boom will lead to a glut depends on many global factors, and including if the apartments are rented out or not. ",33,InfinityAndBeyond
134,"In hindsight the mining boom started at the beginning of 2006. But it was the beginning of 2007 before there was enough data in to say a mining boom was underway. And then the election came shortly afterwards. The boom ran until early 2014, for all of Rudd and Gillards term.",51,InfinityAndBeyond
135,And that is a rural town. People in remote areas such as FIFO workers and those serviced by the flying doctor have less medical services quickly available than do Manus and Nauru.,32,InfinityAndBeyond
136,Infrastructure is expensive and takes a couple of generations to build up. You cant have large numbers of people arriving in Australia and expecting there to be infrastructure waiting for them.,31,InfinityAndBeyond
137,"No, a first home buyer on the median wage will need to buy at the lower end because housing is upgraded throughout life. A university graduate on the median wage will not have the median bank balance. ",38,InfinityAndBeyond
138,"Just as double bay is too expensive for most people, including many who grew up there, Sydney is become too expensive for many who grew up there. It is time for many to decide if they would have a better lifestyle elsewhere. Sydney is becoming too expensive because it is becoming too big. Some people need to move.",58,InfinityAndBeyond
139,"I may not agree with much of your political views, but I totally respect you having those views as you are analytical of your party and don't agree with everything they tell you. Most people on here can see absolutely no fault with their political party, no matter how indisputable the fault is. If far more people in Australia were like you, we would have a much better political system.",70,InfinityAndBeyond
140,Gillard took a 52% lead and in the space of 1 term the election forecast would have resulted in the ALP to not being able to register as a major party.  ,33,InfinityAndBeyond
141,"You no longer have to have Aboriginal ancestry to be classified as aboriginal. The other ways are if you identify yourself as an Aboriginal, or if you are accepted as being aboriginal by the Aboriginal community.",36,InfinityAndBeyond
142,If a gay couple live together can one get the dole if the other works? Yes. Happens all the time because same sex couples are presumed to not be a couple and are never investigated.,35,InfinityAndBeyond
143,"So if the ALP have plans to change to a binding vote on gay marriage, they really cant complain if the LNP now adopt a binding vote on gay marriage.",30,InfinityAndBeyond
144,"I figured out how Shorten could pay for everything he is promising like doubling of renewable energy and all the asylum seekers. He could follow Greece and raid people's bank accounts. The Greens would support him. ""Varoufakis said passwords used by Greeks to access their online tax accounts were to have been duplicated secretly and used to issue new PIN numbers for every taxpayer to be used in transactions with the state""",72,InfinityAndBeyond
145,"Funny how China is the worlds biggest producer of solar panels, but they are still building 1 new coal fired power station per week. How do you spin that inconvenient truth?",31,InfinityAndBeyond
146,"Yes I agree. People talk about green, but what they really mean is for someone else. The government subsidised the Camry hybrid for $25m but people went and bought another car that the preferred more, a non hybrid.  ",40,InfinityAndBeyond
147,"Scientists should be able to come up with the right size and type of hook, the right bait, the right locations and times so that only the targeted size and type of shark are caught.",35,InfinityAndBeyond
148,"Funny you should draw a motorway analogy. We spend lots of effort and money making motorways safe, including controlling of argue animals on the motorway that make it unsafe for humans. Popular beaches should be no different.",37,InfinityAndBeyond
149,If the $1.5b of state money 0.45 in the dollar was to be paid back as royalty. So in the end the state would pay less than it has now.  ,32,InfinityAndBeyond
150,"And the $400M is only the start of the costs. There were costs hidden in other departments, like all the houses bought and not able to be sold for the same price. And the state government had to take over the consortiums $3B loan. In total about $1B",48,InfinityAndBeyond
151,"For a start, back then Australia was able to create jobs. It cant create jobs anymore. So even if a refugee got a job, there hasn't been a job created, so someone gets displaced onto the dole.  ",39,InfinityAndBeyond
152,"But they probably have already struck paydirt, and are sitting on it until a few ALP front benchers really make a song and dance about it, and then it will be released.  ",34,InfinityAndBeyond
153,Like the kid with the drone in the USA that carried a pistol and could fire it. It is a small step for navigation software and visual image recognition software to create an autonomous killing machine. ,37,InfinityAndBeyond
154,"I asked, and he said he was waiting for Bill to throw the leadership open and he will call the election the next day. Catch them with their pants down he sniggered.",32,InfinityAndBeyond
155,"Wind is not an emerging technology. It s well developed, it is a mature industry. How many thousands of wind turbines have been built and are working successfully? All of them. ",32,InfinityAndBeyond
156,"So no answer. Seems you only want to do something about Australia's emissions, and when it comes to the major emissions in the world, something that would actually make a difference instead of something symbolic, you are la-la-la-la.",38,InfinityAndBeyond
157,"The world should ban any new coal power stations anywhere in the world, including China. Any new power can only be 20% gas and the rest renewables and nuclear. ",30,InfinityAndBeyond
158,The 457 visas are a farce. There is no skills shortage. There is a training deficiency and a refusal to recruit people over 50 yo who already have the skills.,30,InfinityAndBeyond
159,You would have to be the biggest moron on here. You actually think that a fact written in a newscorp paper is no longer a fact. How did they do this to you. Was it a lobotomy?,37,InfinityAndBeyond
160,"So exactly what principle do Lefties stand for? Is it ok for a union organised EBA to rip off workers, but if the business owner rips them off then that is not ok?",33,InfinityAndBeyond
161,"If there were 20 people in the water at a beach, or if there were 30 in the water at the beach, would you expect a 50% rise in shark attacks?  ",33,InfinityAndBeyond
162,Some people think they can be a part time CEO. The board meeting discussing a major take over has to finish up early so the CEO can pick up the kids FFS.,32,InfinityAndBeyond
163,"Instead of saying it is good of Australia bringing you here for the finest health treatment in the world, don't spoil it for the others by seeking injunctions, they sought injunctions for them. ",34,InfinityAndBeyond
164,"You don't even know what executive control and full authority is in relation to a fly by wire system, so how on earth can you understand a fly by wire system? ",32,InfinityAndBeyond
165,"My personal theory is that the plane crashed further west than the search zone, because why would the pilot turn and head near Australia when he was heading toward the middle of the Indian Ocean, considering he didn't want the plane found. While Reunion Is is at the fringe of where debris could have drifted from the search zone, if it had crashed further west then Reunion would be right in the drift zone and not at the fringe of it.  ",83,InfinityAndBeyond
166,"Thanks for that. Yes it is strange. A lot of it is groupthink, and utmost belief in experts, with a bit of anti-establishment thrown in for good measure. So a logical argument, laid out step by step is discredited without any basis other than ""who are you to question the expert"". On the plus side, I have a greater understanding of how some of those whacko countries operate.",68,InfinityAndBeyond
167,See me post further down. Because the trailing edge is broken off the flapperon the flapperon must have been down with the plane landing onto the water such that the trailing edge hit the water first and broke off. Flapperon can only be down at low speed and by pilot action.,51,InfinityAndBeyond
168,"Even if it had another half hour of fuel, that is 1.5 hours more than calculated (a ridiculous proposition) the plane was at a low altitude over the Maldives so cant go fast, and to get to altitude uses lots of fuel and then wont fly for another half hour, so either way it would crash not far from the Maldives, and it has not been spotted.",67,InfinityAndBeyond
169,"Why don't you go look it up in Wikipedia because you are digging yourself a hole of ignorance. And it is you who said I didn't know anything, did you forget that bit? ",34,InfinityAndBeyond
170,"Fly by wire is where al flight inputs by the pilot are taken into a computer, and the computer has executive control and decides whether to obey the pilot or not.",31,InfinityAndBeyond
